Time	Longitude	Latitude		Long Deg	Long Min	Long Sek						0			0		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213700	93350739	534040480		9	33	30,4434	9,5584565		53	40	24,288	53,67341333		9,5584565	53,67341333		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
